Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
TRI,300.0084969997406,5484.0,276.0,49,8,41,448.0,2326.0,1236,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
IP,305.4382429122925,5490.0,282.0,50,8,42,283.0000000000067,2404.0,1358,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,False
GBOOBD,0.05823516845703125,3425.0,170.0,37,5,32,383.0,2402.0,1147,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
GBOFRT,0.0065288543701171875,4719.0,162.0,36,7,29,706.0,2208.0,1033,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
GBOPOA,0.005931854248046875,3446.0,191.0,37,5,32,617.0,2308.0,1070,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
GBOOBP,0.0060329437255859375,3435.0,180.0,35,5,30,618.0,2227.0,1080,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
GPC,0.06541895866394043,822.0,171.0,34,1,33,599.0,2138.0,1038,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
Pulse,300.1428802013397,4080.0,174.0,35,6,29,679.0,2313.0,1024,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
VNS,302.063148021698,4124.0,218.0,43,6,37,207.0,2738.0,1145,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,3446.0,
TRI,300.0027108192444,4736.0,179.0,39,7,32,627.0,2432.0,1006,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,
IP,305.55186915397644,4770.0,213.0,43,7,36,178.99999999999636,2654.0,1181,test_thirtyTwoDependencies_9.csv,64,3,63.5625,3.0625,213,32,,False
GBOOBD,0.04937100410461426,19590.0,60.0,39,30,9,646.0,2365.0,937,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
GBOFRT,0.009377002716064453,19603.0,73.0,40,30,10,659.0,2478.0,933,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
GBOPOA,0.008748054504394531,18950.0,71.0,40,29,11,464.0,2421.0,1066,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
GBOOBP,0.009325981140136719,19603.0,73.0,40,30,10,659.0,2478.0,933,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
GPC,0.11404800415039062,12491.0,122.0,40,19,21,525.0,2391.0,992,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
Pulse,300.0972890853882,13105.0,85.0,36,20,16,628.0,2232.0,932,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
VNS,302.51562786102295,19616.0,86.0,44,30,14,365.0,2681.0,965,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,19603.0,
TRI,300.0062141418457,17659.0,82.0,42,27,15,385.0,2636.0,889,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,
IP,305.59474992752075,18975.0,96.0,45,29,16,237.00000000000165,2829.0,1040,test_thirtyTwoRequired_9.csv,64,3,65.8125,2.953125,213,0,,False
GBOOBD,0.060990095138549805,1473.0,149.0,29,4,25,946.0,2078.0,692,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
GBOFRT,0.0027430057525634766,1458.0,134.0,26,4,22,813.0,1825.0,503,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
GBOPOA,0.0024640560150146484,1471.0,147.0,28,4,24,971.0,1982.0,585,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
GBOOBP,0.002699136734008789,1458.0,134.0,26,4,22,813.0,1825.0,503,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
GPC,0.022336959838867188,1455.0,131.0,27,4,23,905.0,1842.0,449,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
Pulse,300.12772393226624,1477.0,153.0,30,4,26,888.0,2057.0,625,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
VNS,302.26280307769775,1473.0,149.0,29,4,25,707.0,2078.0,692,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,1473.0,
TRI,300.00141501426697,1485.0,161.0,32,4,28,634.0,2278.0,707,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,
IP,2.6875178813934326,1485.0,161.0,32,4,28,892.9999999999886,2278.0,759,test_thirtyTwoTask_9.csv,32,3,71.1875,2.84375,212,0,,True
GBOOBD,0.026716947555541992,5293.0,85.0,25,8,17,368.0,2820.0,707,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
GBOFRT,0.00758814811706543,5334.0,126.0,26,8,18,333.0,3000.0,633,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
GBOPOA,0.007714986801147461,5324.0,116.0,24,8,16,364.0,2889.0,712,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
GBOOBP,0.007565975189208984,5334.0,126.0,26,8,18,333.0,3000.0,633,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
GPC,0.06267905235290527,3355.0,100.0,23,5,18,514.0,2822.0,581,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
Pulse,300.1480519771576,4674.0,117.0,25,7,18,405.0,2917.0,577,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
VNS,303.48053097724915,5346.0,138.0,28,8,20,146.0,3093.0,647,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,5334.0,
TRI,300.005735874176,4659.0,102.0,25,7,18,360.0,2736.0,578,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,
IP,305.45707178115845,5328.0,120.0,26,8,18,257.0000000000042,3036.0,660,test_threeHundredSixtyDuration_9.csv,64,3,161.53125,3.109375,260,0,,False
GBOOBD,0.0623021125793457,5402.0,194.0,43,8,35,549.0,2280.0,1137,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
GBOFRT,0.0087890625,5417.0,209.0,40,8,32,408.0,2401.0,1168,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
GBOPOA,0.008625984191894531,5430.0,222.0,43,8,35,520.0,2300.0,1162,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
GBOOBP,0.00874781608581543,5417.0,209.0,40,8,32,408.0,2401.0,1168,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
GPC,0.12010693550109863,2143.0,190.0,39,3,36,537.0,2296.0,1049,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
Pulse,300.10185503959656,4133.0,227.0,43,6,37,319.0,2539.0,1088,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
VNS,303.4066069126129,5437.0,229.0,45,8,37,383.0,2405.0,1177,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,5430.0,
TRI,300.00825691223145,5414.0,206.0,41,8,33,639.0,2282.0,1101,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,
IP,307.35854291915894,5444.0,236.0,45,8,37,377.0000000000157,2520.0,1167,test_threeWindow_9.csv,64,3,66.828125,3.71875,155,0,,False
GBOOBD,0.1131739616394043,79856.0,155.0,58,31,27,120.0,2589.0,1430,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
GBOFRT,0.06419515609741211,79909.0,208.0,57,31,26,86.0,2684.0,1427,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
GBOPOA,0.0587160587310791,72199.0,211.0,58,28,30,230.0,2509.0,1416,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
GBOOBP,0.07072186470031738,79909.0,208.0,57,31,26,86.0,2684.0,1427,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
GPC,1.5241830348968506,8006.0,293.0,60,3,57,272.0,2340.0,1465,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
Pulse,300.2684118747711,13088.0,233.0,48,5,43,62.0,2662.0,1370,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
VNS,304.2434561252594,79909.0,208.0,57,31,26,27.0,2684.0,1427,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,79909.0,
TRI,300.0210349559784,38839.0,274.0,59,15,44,264.0,2463.0,1351,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,
IP,484.43137097358704,23308.0,169.0,37,9,28,898.9999999999995,1834.0,1193,test_twoFiftySixTask_9.csv,256,3,59.98046875,2.76171875,213,0,,False
GBOOBD,0.07592201232910156,5323.0,115.0,33,8,25,350.0,2761.0,957,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
GBOFRT,0.007652997970581055,5329.0,121.0,28,8,20,381.0,2836.0,618,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
GBOPOA,0.007172107696533203,4670.0,113.0,29,7,22,363.0,2674.0,895,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
GBOOBP,0.007577180862426758,5329.0,121.0,28,8,20,381.0,2836.0,618,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
GPC,0.07553815841674805,2706.0,102.0,27,4,23,631.0,2477.0,754,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
Pulse,300.11086797714233,4035.0,129.0,30,6,24,194.0,2791.0,826,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
VNS,302.0589370727539,5341.0,133.0,31,8,23,65.0,3142.0,708,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,5329.0,
TRI,300.00426197052,5308.0,100.0,29,8,21,482.0,2482.0,880,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,
IP,308.0108997821808,5350.0,142.0,37,8,29,129.00000000001,3008.0,950,test_twoHundredFortyDuration_9.csv,64,3,114.5625,2.84375,225,0,,False
GBOOBD,0.06075620651245117,5299.0,91.0,28,8,20,122.0,1301.0,2365,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
GBOFRT,0.007857084274291992,5345.0,137.0,25,8,17,287.0,1471.0,1992,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
GBOPOA,0.0076141357421875,5345.0,137.0,28,8,20,460.0,1545.0,1645,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
GBOOBP,0.007788896560668945,5345.0,137.0,25,8,17,287.0,1471.0,1992,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
GPC,0.06252098083496094,2080.0,127.0,24,3,21,215.0,1455.0,2243,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
Pulse,300.12354707717896,5303.0,95.0,26,8,18,378.0,1331.0,2224,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
VNS,303.2507469654083,5365.0,157.0,29,8,21,65.0,1633.0,2097,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,5345.0,
TRI,300.0069499015808,5332.0,124.0,28,8,20,454.0,1585.0,1717,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,
IP,305.92664790153503,5365.0,157.0,30,8,22,190.00000000000642,1868.0,1814,test_twoHundredFortyLocation_9.csv,64,3,60.03125,2.921875,222,0,,False
GBOOBD,0.030976057052612305,250.0,250.0,44,0,44,517.0,2284.0,1190,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
GBOFRT,0.008563995361328125,269.0,269.0,38,0,38,362.0,2520.0,1022,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
GBOPOA,0.008653879165649414,275.0,275.0,42,0,42,443.0,2588.0,1070,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
GBOOBP,0.00845789909362793,269.0,269.0,38,0,38,362.0,2520.0,1022,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
GPC,0.128342866897583,213.0,213.0,42,0,42,435.0,2100.0,1190,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
Pulse,300.13083386421204,235.0,235.0,41,0,41,230.0,2291.0,1304,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
VNS,303.636027097702,285.0,285.0,46,0,46,151.0,2755.0,1142,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,275.0,
TRI,300.1251540184021,263.0,263.0,46,0,46,320.0,2505.0,1138,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,
IP,305.73085618019104,296.0,296.0,49,0,49,230.99999999999864,2640.0,1158,test_zeroRequired_9.csv,64,3,62.875,3.125,210,0,,False
