Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOOBD,0.07326102256774902,20898.0,242.0,57,16,41,304.0,2404.0,1366,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
GBOFRT,0.024998188018798828,20935.0,279.0,51,16,35,432.0,2335.0,1367,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
GBOPOA,0.023604869842529297,20908.0,252.0,51,16,35,356.0,2319.0,1429,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
GBOOBP,0.02504110336303711,20935.0,279.0,51,16,35,432.0,2335.0,1367,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
GPC,0.42356419563293457,7997.0,251.0,50,6,44,386.0,2449.0,1230,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
Pulse,300.13440203666687,11830.0,211.0,45,9,36,188.0,2647.0,1246,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
VNS,302.73179507255554,20950.0,294.0,56,16,40,152.0,2468.0,1421,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,20935.0,
TRI,300.0231590270996,15752.0,260.0,55,12,43,377.0,2445.0,1205,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,
IP,330.93404507637024,9206.0,169.0,32,7,25,990.9999999999893,1666.0,845,test_oneTwentyEightTask_7.csv,128,3,61.109375,3.015625,214,0,,False
GBOOBD,0.055129051208496094,5360.0,152.0,45,8,37,456.0,2480.0,1185,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
GBOFRT,0.007257938385009766,5411.0,203.0,42,8,34,898.0,2182.0,1120,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
GBOPOA,0.007087230682373047,5410.0,202.0,42,8,34,736.0,2172.0,1261,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
GBOOBP,0.007194995880126953,5411.0,203.0,42,8,34,898.0,2182.0,1120,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
GPC,0.11843490600585938,2784.0,180.0,42,4,38,731.0,2121.0,1288,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
Pulse,300.1411008834839,3411.0,156.0,32,5,27,1334.0,1548.0,882,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
VNS,302.10451912879944,5421.0,213.0,45,8,37,377.0,2289.0,1270,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,5411.0,
TRI,300.0058550834656,5411.0,203.0,44,8,36,581.0,2441.0,1176,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,
IP,307.3403000831604,5453.0,245.0,53,8,45,139.99999999999932,2815.0,1269,test_oneWindow_7.csv,64,3,60.171875,2.0,212,0,,False
GBOOBD,0.057218074798583984,5552.0,344.0,64,8,56,2372.0,3601.0,1676,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
GBOFRT,0.01013493537902832,5549.0,341.0,63,8,55,1777.0,3545.0,1805,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
GBOPOA,0.009077072143554688,5552.0,344.0,64,8,56,1458.0,3601.0,1765,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
GBOOBP,0.010021209716796875,5549.0,341.0,63,8,55,1777.0,3545.0,1805,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
GPC,0.15662407875061035,4901.0,344.0,63,7,56,1955.0,3572.0,1396,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
Pulse,300.0960819721222,5552.0,344.0,64,8,56,2184.0,3601.0,1749,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
VNS,302.7117929458618,5552.0,344.0,64,8,56,1132.0,3601.0,1765,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,5552.0,
TRI,300.00614190101624,5552.0,344.0,64,8,56,1892.0,3601.0,1578,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,
IP,155.63471603393555,5552.0,344.0,64,8,56,3088.000000000001,3601.0,1819,test_sevenDay_7.csv,64,7,56.265625,6.359375,206,0,,True
GBOOBD,0.0268399715423584,2793.0,189.0,39,4,35,568.0,2434.0,957,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
GBOFRT,0.007318973541259766,5375.0,167.0,37,8,29,701.0,2321.0,871,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
GBOPOA,0.006665945053100586,2803.0,199.0,38,4,34,647.0,2313.0,955,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
GBOOBP,0.006649971008300781,2793.0,189.0,38,4,34,450.0,2460.0,951,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
GPC,0.0935821533203125,2150.0,197.0,40,3,37,324.0,2632.0,1001,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
Pulse,300.1580460071564,3442.0,187.0,35,5,30,753.0,2304.0,790,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
VNS,304.38218903541565,3470.0,215.0,42,5,37,326.0,2428.0,1027,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,2803.0,
TRI,300.0054340362549,5362.0,154.0,38,8,30,684.0,2311.0,926,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,
IP,305.70780086517334,5410.0,202.0,44,8,36,144.99999999999977,2788.0,1132,test_sixteenDependencies_7.csv,64,3,68.796875,3.046875,212,16,,False
GBOOBD,0.027021169662475586,9914.0,149.0,43,15,28,675.0,2125.0,1137,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
GBOFRT,0.010061025619506836,9931.0,166.0,41,15,26,885.0,2004.0,1016,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
GBOPOA,0.008917808532714844,9292.0,178.0,43,14,29,834.0,2019.0,1058,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
GBOOBP,0.009183883666992188,9931.0,166.0,41,15,26,885.0,2004.0,1016,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
GPC,0.11782002449035645,6017.0,158.0,41,9,32,498.0,2197.0,1005,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
Pulse,300.0740430355072,7981.0,169.0,43,12,31,506.0,2186.0,1151,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
VNS,303.0966260433197,9952.0,187.0,47,15,32,299.0,2367.0,1159,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,9931.0,
TRI,300.0072011947632,9920.0,155.0,44,15,29,286.0,2343.0,1217,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,
IP,305.8734521865845,9962.0,197.0,49,15,34,211.9999999999951,2642.0,1172,test_sixteenRequired_7.csv,64,3,60.078125,2.796875,205,0,,False
GBOOBD,0.055856943130493164,422.0,80.0,16,2,14,1586.0,736.0,435,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
GBOFRT,0.0010769367218017578,422.0,80.0,16,2,14,1222.0,736.0,508,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
GBOPOA,0.0010230541229248047,422.0,80.0,16,2,14,1293.0,736.0,389,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
GBOOBP,0.001107931137084961,422.0,80.0,16,2,14,1222.0,736.0,508,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
GPC,0.004094123840332031,416.0,74.0,15,2,13,1119.0,660.0,430,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
Pulse,1.3825480937957764,422.0,80.0,16,2,14,1494.0,736.0,437,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
VNS,302.04917001724243,422.0,80.0,16,2,14,898.0,736.0,508,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,422.0,
TRI,300.00108098983765,422.0,80.0,16,2,14,1159.0,736.0,404,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,
IP,0.33858585357666016,422.0,80.0,16,2,14,1817.0000000000039,736.0,453,test_sixteenTask_7.csv,16,3,46.0,2.875,202,0,,True
GBOOBD,0.028837919235229492,5490.0,282.0,60,8,52,468.0,1897.0,1624,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
GBOFRT,0.007339954376220703,5476.0,268.0,55,8,47,602.0,1745.0,1504,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
GBOPOA,0.007665872573852539,5491.0,283.0,57,8,49,550.0,1739.0,1437,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
GBOOBP,0.007342100143432617,5476.0,268.0,55,8,47,602.0,1745.0,1504,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
GPC,0.14064788818359375,4160.0,254.0,52,6,46,870.0,1637.0,1552,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
Pulse,300.1923189163208,5458.0,250.0,53,8,45,822.0,1695.0,1439,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
VNS,306.4096779823303,5492.0,284.0,58,8,50,375.0,1779.0,1454,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,5491.0,
TRI,300.0073070526123,5492.0,284.0,60,8,52,382.0,1885.0,1680,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,
IP,305.4577021598816,5517.0,309.0,62,8,54,384.00000000000136,1985.0,1669,test_sixtyDuration_7.csv,64,3,31.984375,2.734375,204,0,,False
GBOOBD,0.022897958755493164,5397.0,189.0,43,8,35,303.0,2448.0,1159,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
GBOFRT,0.010187149047851562,5440.0,232.0,44,8,36,443.0,2542.0,1131,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
GBOPOA,0.009887218475341797,5435.0,227.0,43,8,35,476.0,2468.0,1053,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
GBOOBP,0.009957075119018555,5440.0,232.0,44,8,36,443.0,2542.0,1131,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
GPC,0.13488507270812988,4111.0,205.0,42,6,36,368.0,2406.0,1047,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
Pulse,75.24484395980835,0,0,0,0,0,0,0,0,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
VNS,302.1385130882263,5443.0,235.0,45,8,37,201.0,2576.0,1130,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,5440.0,
TRI,300.0099129676819,5427.0,219.0,46,8,38,310.0,2545.0,1103,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,
IP,305.47358798980713,5438.0,230.0,46,8,38,247.99999999999955,2563.0,1172,test_sixtyFourConsistent_7.csv,64,3,62.953125,4.40625,221,0,,False
GBOOBD,0.05195307731628418,5450.0,242.0,51,8,43,522.0,2667.0,673,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
GBOFRT,0.008266925811767578,5470.0,262.0,51,8,43,384.0,2729.0,711,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
GBOPOA,0.008424997329711914,5464.0,256.0,50,8,42,416.0,2707.0,657,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
GBOOBP,0.008261919021606445,5470.0,262.0,51,8,43,384.0,2729.0,711,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
GPC,0.1394639015197754,4792.0,235.0,50,7,43,451.0,2602.0,781,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
Pulse,300.09739804267883,4794.0,237.0,48,7,41,479.0,2655.0,701,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
VNS,302.0767328739166,5475.0,267.0,53,8,45,241.0,2792.0,749,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,5470.0,
TRI,300.00647497177124,5479.0,271.0,56,8,48,304.0,2970.0,817,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,
IP,305.4984588623047,5485.0,277.0,58,8,50,131.00000000000682,3139.0,875,test_thirtyLocation_7.csv,64,3,56.96875,2.984375,209,0,,False
GBOOBD,0.03954291343688965,5424.0,216.0,44,8,36,530.0,2234.0,1289,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
GBOFRT,0.00971078872680664,5471.0,263.0,43,8,35,548.0,2310.0,1212,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
GBOPOA,0.008936166763305664,5472.0,264.0,45,8,37,663.0,2367.0,1075,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
GBOOBP,0.00956583023071289,5471.0,263.0,43,8,35,548.0,2310.0,1212,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
GPC,0.11884498596191406,4126.0,220.0,40,6,34,705.0,2281.0,1073,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
Pulse,300.06830978393555,4028.0,122.0,25,6,19,535.0,1207.0,542,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
VNS,302.3812780380249,5484.0,276.0,49,8,41,225.0,2580.0,1129,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,5472.0,
TRI,300.0085141658783,5479.0,271.0,48,8,40,500.0,2517.0,1055,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,
IP,305.4635090827942,5482.0,274.0,48,8,40,412.9999999999959,2622.0,1101,test_thirtyTwoConsistent_7.csv,64,3,58.6875,3.953125,200,0,,False
GBOOBD,0.017480134963989258,1499.0,197.0,37,2,35,686.0,2334.0,836,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
GBOFRT,0.006494998931884766,5387.0,179.0,36,8,28,838.0,2088.0,1007,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
GBOPOA,0.0052471160888671875,1499.0,197.0,36,2,34,645.0,2247.0,837,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
GBOOBP,0.005909919738769531,1501.0,199.0,34,2,32,648.0,2184.0,983,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
GPC,0.08683395385742188,2182.0,229.0,42,3,39,357.0,2469.0,1090,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
Pulse,300.1337368488312,4741.0,184.0,35,7,28,911.0,2047.0,996,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
VNS,301.76069498062134,2216.0,263.0,47,3,44,68.0,2686.0,1140,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,2182.0,
TRI,300.0038278102875,5397.0,189.0,39,8,31,404.0,2417.0,1034,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,
IP,305.51522493362427,4809.0,252.0,48,7,41,262.0000000000078,2746.0,1075,test_thirtyTwoDependencies_7.csv,64,3,62.96875,3.140625,210,32,,False
GBOOBD,0.022235870361328125,20237.0,56.0,43,31,12,687.0,2210.0,1080,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
GBOFRT,0.008147954940795898,20258.0,77.0,43,31,12,554.0,2327.0,1087,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
GBOPOA,0.008050918579101562,20254.0,73.0,42,31,11,514.0,2201.0,1151,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
GBOOBP,0.00809788703918457,20258.0,77.0,43,31,12,554.0,2327.0,1087,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
GPC,0.12356996536254883,15736.0,112.0,43,24,19,721.0,2200.0,1072,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
Pulse,300.104590177536,17692.0,115.0,45,27,18,517.0,2204.0,1314,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
VNS,302.45810890197754,20273.0,92.0,47,31,16,228.0,2553.0,1108,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,20258.0,
TRI,300.00576281547546,18990.0,111.0,46,29,17,507.0,2333.0,1076,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,
IP,305.489294052124,20303.0,122.0,51,31,20,405.00000000000455,2529.0,1192,test_thirtyTwoRequired_7.csv,64,3,56.734375,2.71875,210,0,,False
GBOOBD,0.017081022262573242,1477.0,153.0,31,4,27,627.0,1872.0,752,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
GBOFRT,0.003053903579711914,1472.0,148.0,29,4,25,508.0,1719.0,775,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
GBOPOA,0.0030570030212402344,1476.0,152.0,30,4,26,539.0,1789.0,753,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
GBOOBP,0.0030660629272460938,1472.0,148.0,29,4,25,508.0,1719.0,775,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
GPC,0.023555994033813477,1461.0,137.0,29,4,25,735.0,1683.0,785,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
Pulse,300.10697197914124,1481.0,157.0,31,4,27,578.0,1833.0,813,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
VNS,302.4765250682831,1477.0,153.0,31,4,27,279.0,1872.0,752,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,1477.0,
TRI,300.00163197517395,1483.0,159.0,32,4,28,688.0,1936.0,800,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,
IP,301.18332409858704,1482.0,158.0,31,4,27,1091.0000000000337,1845.0,758,test_thirtyTwoTask_7.csv,32,3,60.5,3.28125,202,0,,False
GBOOBD,0.06653809547424316,5299.0,91.0,25,8,17,545.0,2718.0,576,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
GBOFRT,0.006897926330566406,5311.0,103.0,23,8,15,449.0,2684.0,603,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
GBOPOA,0.0069599151611328125,5307.0,99.0,24,8,16,410.0,2699.0,589,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
GBOOBP,0.006863117218017578,5311.0,103.0,23,8,15,449.0,2684.0,603,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
GPC,0.05572700500488281,2700.0,96.0,22,4,18,510.0,2775.0,499,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
Pulse,300.12882709503174,3364.0,109.0,22,5,17,383.0,2794.0,558,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
VNS,303.5934648513794,5325.0,117.0,27,8,19,43.0,2924.0,677,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,5311.0,
TRI,300.0040831565857,4654.0,97.0,24,7,17,357.0,2753.0,602,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,
IP,305.4927089214325,5331.0,123.0,28,8,20,111.99999999999704,2981.0,638,test_threeHundredSixtyDuration_7.csv,64,3,159.25,2.46875,259,0,,False
GBOOBD,0.05960512161254883,5432.0,224.0,50,8,42,697.0,2200.0,1198,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
GBOFRT,0.010822057723999023,5458.0,250.0,50,8,42,533.0,2292.0,1156,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
GBOPOA,0.009073019027709961,5437.0,229.0,49,8,41,562.0,2148.0,1249,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
GBOOBP,0.009200096130371094,5458.0,250.0,50,8,42,533.0,2292.0,1156,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
GPC,0.14465713500976562,4137.0,231.0,49,6,43,454.0,2397.0,1264,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
Pulse,300.1463830471039,5420.0,212.0,45,8,37,712.0,2207.0,1222,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
VNS,304.0603928565979,5463.0,255.0,52,8,44,297.0,2452.0,1171,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,5458.0,
TRI,300.0084218978882,5448.0,240.0,51,8,43,522.0,2445.0,1199,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,
IP,305.5409481525421,5464.0,256.0,52,8,44,201.00000000000819,2564.0,1352,test_threeWindow_7.csv,64,3,52.4375,4.078125,145,0,,False
GBOOBD,0.12974786758422852,77284.0,154.0,61,30,31,310.0,2454.0,1265,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
GBOFRT,0.05777788162231445,77314.0,184.0,54,30,24,279.0,2620.0,1221,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
GBOPOA,0.05816197395324707,79865.0,164.0,54,31,23,208.0,2609.0,1291,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
GBOOBP,0.05820298194885254,77314.0,184.0,54,30,24,279.0,2620.0,1221,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
GPC,1.3519389629364014,13135.0,280.0,56,5,51,224.0,2602.0,1312,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
Pulse,300.31111311912537,15611.0,185.0,39,6,33,619.0,2066.0,1265,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
VNS,303.48948192596436,79880.0,179.0,58,31,27,11.0,2668.0,1338,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,79865.0,
TRI,300.01865887641907,38794.0,229.0,50,15,35,231.0,2470.0,1435,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,
IP,485.1764509677887,7781.0,68.0,17,3,14,1186.0000000000018,970.0,433,test_twoFiftySixTask_7.csv,256,3,59.890625,2.98828125,205,0,,False
GBOOBD,0.05882883071899414,5318.0,110.0,31,8,23,429.0,2572.0,919,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
GBOFRT,0.007678985595703125,5343.0,135.0,26,8,18,788.0,2500.0,570,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
GBOPOA,0.007669210433959961,5361.0,153.0,30,8,22,174.0,2979.0,764,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
GBOOBP,0.007719993591308594,5343.0,135.0,26,8,18,788.0,2500.0,570,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
GPC,0.07275104522705078,3370.0,115.0,27,5,22,570.0,2613.0,712,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
Pulse,300.07932901382446,5317.0,109.0,29,8,21,409.0,2478.0,881,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
VNS,302.0511109828949,5364.0,156.0,32,8,24,6.0,3045.0,789,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,5361.0,
TRI,300.00461196899414,5340.0,132.0,31,8,23,452.0,2712.0,747,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,
IP,305.4810600280762,5373.0,165.0,34,8,26,54.000000000001876,3120.0,900,test_twoHundredFortyDuration_7.csv,64,3,125.96875,3.078125,247,0,,False
GBOOBD,0.058016061782836914,5289.0,81.0,27,8,19,453.0,1526.0,1923,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
GBOFRT,0.007353067398071289,5309.0,101.0,23,8,15,405.0,1534.0,1886,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
GBOPOA,0.0074977874755859375,5307.0,99.0,24,8,16,474.0,1521.0,1932,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
GBOOBP,0.007267951965332031,5309.0,101.0,23,8,15,405.0,1534.0,1886,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
GPC,0.0735177993774414,773.0,122.0,27,1,26,537.0,1565.0,1747,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
Pulse,300.0743498802185,3984.0,78.0,23,6,17,404.0,1292.0,1982,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
VNS,303.25724697113037,5322.0,114.0,26,8,18,144.0,1680.0,1963,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,5309.0,
TRI,300.00691199302673,5310.0,102.0,27,8,19,452.0,1427.0,2045,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,
IP,305.5000190734863,5357.0,149.0,33,8,25,291.0000000000032,1916.0,1873,test_twoHundredFortyLocation_7.csv,64,3,65.875,2.875,201,0,,False
GBOOBD,0.06229877471923828,229.0,229.0,48,0,48,278.0,2379.0,1357,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
GBOFRT,0.00859212875366211,243.0,243.0,44,0,44,341.0,2102.0,1153,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
GBOPOA,0.008404016494750977,239.0,239.0,43,0,43,479.0,2174.0,1160,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
GBOOBP,0.00857996940612793,243.0,243.0,44,0,44,341.0,2102.0,1153,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
GPC,0.12342000007629395,185.0,185.0,42,0,42,549.0,2233.0,1135,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
Pulse,300.07939100265503,193.0,193.0,39,0,39,635.0,1970.0,1033,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
VNS,303.64131808280945,249.0,249.0,46,0,46,102.0,2192.0,1252,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,243.0,
TRI,300.00452303886414,247.0,247.0,47,0,47,433.0,2323.0,1262,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,
IP,305.4954159259796,249.0,249.0,48,0,48,335.0000000000018,2384.0,1236,test_zeroRequired_7.csv,64,3,57.453125,3.203125,208,0,,False
GBOOBD,0.030046939849853516,5365.0,157.0,41,8,33,667.0,2214.0,1066,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
GBOFRT,0.009095907211303711,5406.0,198.0,41,8,33,443.0,2299.0,1157,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
GBOPOA,0.008879899978637695,5410.0,202.0,42,8,34,465.0,2323.0,1167,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
GBOOBP,0.011143922805786133,5406.0,198.0,41,8,33,443.0,2299.0,1157,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
GPC,0.11561894416809082,5362.0,154.0,40,8,32,672.0,2230.0,1144,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
Pulse,300.12040400505066,4712.0,155.0,39,7,32,651.0,2162.0,993,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
VNS,303.8562259674072,5423.0,215.0,47,8,39,105.0,2653.0,1229,test_baseline_8.csv,64,3,63.046875,3.125,204,0,5410.0,
TRI,300.00341415405273,5408.0,200.0,44,8,36,497.0,2359.0,1163,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,
